time,ZEC,XRP,XMR,NEO,LTC,ETH,ETC,DASH,BTC,BCH
2015-06-24,,0.0115,0.5003,,2.8,,,2.84,240.56,
2015-06-23,,0.01025,0.45,,2.96,,,2.92,243.76,
2015-06-22,,0.01025,0.45,,3.02,,,2.83,247.46,
2015-06-21,,0.01,0.5829,,3.01,,,2.91,244.1,
2015-06-20,,0.0141,0.45,,3.04,,,2.94,244.98,
2015-06-19,,0.01139,0.39,,2.81,,,2.91,244.13,
2015-06-18,,0.01497,0.39,,3.09,,,2.9,248.44,
2015-06-17,,0.0098,0.53,,2.85,,,3.16,247.38,
2015-06-16,,0.01497,0.39,,2.83,,,2.97,249.82,
2015-06-15,,0.0084,0.39,,2.01,,,2.69,237.0,
2015-06-14,,0.008,0.3,,1.99,,,2.72,233.75,
2015-06-13,,0.0079,0.44,,1.85,,,2.87,232.48,
2015-06-12,,0.008,0.35,,1.8,,,2.8,230.46,
2015-06-11,,0.008068,0.639,,1.79,,,2.7,229.88,
2015-06-10,,0.008068,0.45,,1.75,,,2.8,228.79,
2015-06-09,,0.008068,0.47,,1.8,,,2.8,229.56,
2015-06-08,,0.008917,0.57,,1.78,,,2.94,228.57,
2015-06-07,,0.008919,0.57,,1.73,,,2.79,223.47,
2015-06-06,,0.008919,0.43,,1.75,,,2.79,224.74,
2015-06-05,,0.008919,0.5,,1.74,,,2.82,225.29,
2015-06-04,,0.008919,0.4,,1.66,,,2.84,224.22,
2015-06-03,,0.005606,0.49,,1.67,,,2.79,225.59,
2015-06-02,,0.00857,0.4,,1.66,,,2.82,225.74,
2015-06-01,,0.0056,0.4,,1.61,,,2.71,223.14,
2015-05-31,,0.009,0.489,,1.63,,,2.88,229.84,
2015-05-30,,0.0081,0.49,,1.8,,,2.9,233.22,
2015-05-29,,0.01412,0.4,,1.82,,,2.72,237.03,
2015-05-28,,0.005526,0.4,,1.83,,,2.88,237.32,
2015-05-27,,0.01498,0.4,,1.84,,,2.8,237.29,
2015-05-26,,0.007238,0.4,,1.81,,,2.6,237.84,
2015-05-25,,0.00747,0.5,,1.8,,,2.77,237.41,
2015-05-24,,0.005003,0.5,,1.81,,,2.85,240.98,
2015-05-23,,0.007096,0.35,,1.78,,,2.85,238.94,
2015-05-22,,0.005002,0.2796,,1.83,,,2.95,240.37,
2015-05-21,,0.005002,0.5,,1.47,,,2.8,235.38,
2015-05-20,,0.005006,0.306,,1.45,,,2.95,233.96,
2015-05-19,,0.0046,0.51,,1.45,,,2.8,232.02,
2015-05-18,,0.006116,0.4975,,1.44,,,2.9,232.64,
2015-05-17,,0.006481,0.5669,,1.45,,,1.38,236.3,
2015-05-16,,0.006485,0.6368,,1.45,,,3.05,236.23,
2015-05-15,,0.006484,0.4975,,1.45,,,3.0,237.2,
2015-05-14,,0.007478,0.41,,1.44,,,2.9,236.9,
2015-05-13,,0.00666,0.5731,,1.44,,,2.7,236.38,
2015-05-12,,0.007499,0.5731,,1.44,,,2.8,241.58,
2015-05-11,,0.00666,0.4,,1.44,,,2.65,241.81,
2015-05-10,,0.00666,0.45,,1.43,,,2.75,239.96,
2015-05-09,,0.0078,0.521,,1.44,,,2.7,241.4,
2015-05-08,,0.00666,0.521,,1.47,,,2.82,243.74,
2015-05-07,,0.007799,0.34,,1.46,,,2.75,237.73,
2015-05-06,,0.00772,0.34,,1.39,,,2.9,230.03,
2015-05-05,,0.0078,0.34,,1.4,,,2.85,235.82,
2015-05-04,,0.008165,0.34,,1.41,,,2.85,238.97,
2015-05-03,,0.007803,0.34,,1.43,,,2.72,239.99,
2015-05-02,,0.008441,0.34,,1.41,,,2.87,235.34,
2015-05-01,,0.008499,0.34,,1.41,,,2.83,233.21,
2015-04-30,,0.0085,0.34,,1.43,,,3.0,235.77,
2015-04-29,,0.007635,0.34,,1.36,,,2.97,225.42,
2015-04-28,,0.007699,0.59,,1.36,,,2.95,225.81,
2015-04-27,,0.008055,0.59,,1.38,,,3.03,228.96,
2015-04-26,,0.007781,0.34,,1.32,,,3.05,218.7,
2015-04-25,,0.008021,0.34,,1.39,,,3.15,226.14,
2015-04-24,,0.00802,0.34,,1.42,,,3.3,231.09,
2015-04-23,,0.008274,0.719,,1.45,,,3.7,235.4,
2015-04-22,,0.004,0.7,,1.46,,,2.41,233.78,
2015-04-21,,0.003565,0.34,,1.42,,,2.41,233.73,
2015-04-20,,0.003565,0.34,,1.39,,,2.41,224.24,
2015-04-19,,0.008271,0.34,,1.38,,,2.41,223.02,
2015-04-18,,0.008271,0.34,,1.39,,,2.42,223.35,
2015-04-17,,0.008271,0.72,,1.4,,,2.42,222.59,
2015-04-16,,0.008271,0.72,,1.41,,,5.9,227.98,
2015-04-15,,0.008271,0.65,,1.38,,,2.41,222.97,
2015-04-14,,0.008271,0.5,,1.38,,,2.4,217.99,
2015-04-13,,0.008271,0.75,,1.36,,,3.41,223.59,
2015-04-12,,0.008,0.92,,1.46,,,3.66,235.85,
2015-04-11,,0.008,0.78,,1.45,,,3.47,236.48,
2015-04-10,,0.00918,0.7955,,1.52,,,3.52,234.73,
2015-04-09,,0.009195,1.0,,1.58,,,3.42,243.32,
2015-04-08,,0.00918,0.34,,1.62,,,3.81,244.57,
2015-04-07,,0.0091,0.34,,1.67,,,3.75,252.97,
2015-04-06,,0.008783,0.34,,1.64,,,4.13,254.97,
2015-04-05,,0.008839,0.34,,1.67,,,4.12,259.64,
2015-04-04,,0.009368,0.4,,1.67,,,4.33,252.89,
2015-04-03,,0.008925,0.33,,1.69,,,4.35,254.48,
2015-04-02,,0.00785,0.33,,1.68,,,4.41,252.6,
2015-04-01,,0.0079,0.33,,1.66,,,3.82,246.24,
2015-03-31,,0.007738,0.31,,1.65,,,4.16,244.15,
2015-03-30,,0.008199,0.85,,1.67,,,4.5,246.79,
2015-03-29,,0.00835,0.278,,1.65,,,4.8,242.08,
2015-03-28,,0.00895,0.878,,1.7,,,5.1,252.02,
2015-03-27,,0.00875,0.278,,1.68,,,4.78,247.21,
2015-03-26,,0.0085,0.278,,1.69,,,4.95,248.02,
2015-03-25,,0.0092,0.878,,1.66,,,5.16,246.37,
2015-03-24,,0.009942,0.278,,1.64,,,3.3,246.72,
2015-03-23,,0.009728,0.2611,,1.77,,,3.3,265.46,
2015-03-22,,0.01004,0.2611,,1.79,,,5.99,268.57,
2015-03-21,,0.01011,1.0,,1.74,,,4.0,259.71,
2015-03-20,,0.007515,0.4,,1.76,,,3.5,261.78,
2015-03-19,,0.01093,0.4,,1.75,,,3.5,260.93,
2015-03-18,,0.01024,0.4,,1.74,,,4.0,255.92,
2015-03-17,,0.01053,0.4,,1.99,,,2.3,285.38,
2015-03-16,,0.01054,0.4,,2.03,,,2.3,290.41,
2015-03-15,,0.0106,0.7998,,2.01,,,2.3,284.88,
2015-03-14,,0.01112,0.7998,,1.99,,,2.3,281.6,
2015-03-13,,0.01071,0.8,,2.01,,,4.0,287.21,
2015-03-12,,0.01082,0.2611,,2.04,,,2.3,293.85,
2015-03-11,,0.0077,0.2611,,2.02,,,2.3,295.6,
2015-03-10,,0.009536,0.5399,,2.01,,,3.53,291.37,
2015-03-09,,0.009806,0.25,,1.94,,,3.36,290.02,
2015-03-08,,0.009777,0.497,,1.89,,,1.95,274.49,
2015-03-07,,0.0103,0.497,,1.91,,,3.5,274.91,
2015-03-06,,0.0104,0.497,,1.89,,,3.5,272.56,
2015-03-05,,0.012,0.26,,1.91,,,3.5,275.23,
2015-03-04,,0.012,0.497,,1.93,,,3.5,271.92,
2015-03-03,,0.008505,0.497,,1.94,,,3.5,280.65,
2015-03-02,,0.006611,0.5399,,1.92,,,1.7,273.75,
2015-03-01,,0.01101,0.35,,1.87,,,3.0,257.94,
2015-02-28,,0.01178,0.35,,1.84,,,3.0,254.06,
2015-02-27,,0.01206,0.25,,1.84,,,3.68,253.47,
2015-02-26,,0.013,0.25,,1.81,,,2.9,236.53,
2015-02-25,,0.014,0.25,,1.8,,,2.9,237.33,
2015-02-24,,0.01343,0.25,,1.82,,,2.9,238.89,
2015-02-23,,0.01403,0.35,,1.81,,,1.7,238.82,
2015-02-22,,0.01307,0.295,,1.79,,,1.7,235.73,
2015-02-21,,0.01307,0.25,,1.84,,,1.7,244.41,
2015-02-20,,0.01307,0.25,,1.84,,,1.7,244.52,
2015-02-19,,0.01307,0.26,,1.85,,,2.5,241.92,
2015-02-18,,0.01499,0.099,,1.81,,,10.0,235.2,
2015-02-17,,0.01301,0.099,,1.85,,,10.0,243.2,
2015-02-16,,0.01508,0.2747,,1.8,,,1.7,235.83,
2015-02-15,,0.012,0.2747,,1.83,,,1.7,233.27,
2015-02-14,,0.012,0.2747,,1.96,,,1.7,258.64,
2015-02-13,,0.01445,0.2747,,1.82,,,2.7,236.17,
2015-02-12,,0.0143,0.2747,,1.75,,,2.7,221.79,
2015-02-11,,0.01462,0.2747,,1.73,,,2.7,218.83,
2015-02-10,,0.01464,0.2747,,1.76,,,2.0,219.67,
2015-02-09,,0.0135,0.2747,,1.73,,,2.0,220.34,
2015-02-08,,0.01428,0.2747,,1.78,,,2.0,223.67,
2015-02-07,,0.01468,0.2747,,1.8,,,2.0,227.68,
2015-02-06,,0.0155,0.2747,,1.79,,,1.89,222.96,
2015-02-05,,0.01573,0.2755,,1.74,,,1.89,216.52,
2015-02-04,,0.014,0.2922,,1.8,,,1.33,226.58,
2015-02-03,,0.0148,0.3311,,1.83,,,1.9,227.41,
2015-02-02,,0.01327,0.3029,,1.78,,,1.9,238.86,
2015-02-01,,0.01352,0.2896,,1.84,,,1.9,225.29,
2015-01-31,,0.01499,0.2896,,1.88,,,1.9,218.51,
2015-01-30,,0.015,0.3027,,1.92,,,1.9,231.84,
2015-01-29,,0.0135,0.3107,,1.89,,,1.9,233.99,
2015-01-28,,0.015,,,1.93,,,1.9,236.17,
2015-01-27,,0.0155,,,2.08,,,1.8,263.27,
2015-01-26,,0.01469,,,2.06,,,1.8,269.18,
2015-01-25,,0.017,,,2.22,,,1.8,252.09,
2015-01-24,,0.01739,,,1.86,,,1.11,248.16,
2015-01-23,,0.016,,,1.43,,,1.11,232.17,
2015-01-22,,0.01602,,,1.41,,,1.11,232.7,
2015-01-21,,0.01523,,,1.36,,,1.11,228.17,
2015-01-20,,,,,1.31,,,1.5,210.55,
2015-01-19,,,,,1.33,,,1.5,215.87,
2015-01-18,,,,,1.32,,,1.5,210.62,
2015-01-17,,,,,1.28,,,1.5,199.65,
2015-01-16,,,,,1.4,,,1.5,206.92,
2015-01-15,,,,,1.29,,,1.5,209.78,
2015-01-14,,,,,1.12,,,1.5,164.92,
2015-01-13,,,,,1.54,,,1.5,221.29,
2015-01-12,,,,,1.73,,,1.5,269.33,
2015-01-11,,,,,1.66,,,1.5,264.77,
2015-01-10,,,,,1.63,,,1.6,273.35,
2015-01-09,,,,,1.98,,,1.6,287.97,
2015-01-08,,,,,2.0,,,1.6,282.69,
2015-01-07,,,,,2.11,,,1.6,291.34,
2015-01-06,,,,,2.1,,,1.6,282.27,
2015-01-05,,,,,2.11,,,1.6,274.84,
2015-01-04,,,,,1.95,,,1.72,264.72,
2015-01-03,,,,,2.18,,,1.72,287.13,
2015-01-02,,,,,2.66,,,1.72,315.21,
2015-01-01,,,,,2.69,,,1.6,314.89,
2014-12-31,,,,,2.71,,,1.6,318.24,
2014-12-30,,,,,2.69,,,1.65,311.27,
2014-12-29,,,,,2.69,,,1.65,314.12,
2014-12-28,,,,,2.72,,,1.65,316.53,
2014-12-27,,,,,2.7,,,1.65,315.34,
2014-12-26,,,,,2.78,,,1.99,329.98,
2014-12-25,,,,,2.68,,,1.6,318.99,
2014-12-24,,,,,2.74,,,1.6,322.4,
2014-12-23,,,,,2.88,,,1.6,335.25,
2014-12-22,,,,,2.87,,,1.6,330.84,
2014-12-21,,,,,2.85,,,1.6,322.63,
2014-12-20,,,,,2.92,,,1.6,330.35,
2014-12-19,,,,,2.85,,,1.6,317.78,
2014-12-18,,,,,2.79,,,1.6,310.34,
2014-12-17,,,,,2.94,,,1.6,320.02,
2014-12-16,,,,,3.04,,,1.6,330.22,
2014-12-15,,,,,3.45,,,2.5,345.37,
2014-12-14,,,,,3.48,,,2.5,349.35,
2014-12-13,,,,,3.48,,,2.5,348.24,
2014-12-12,,,,,3.49,,,2.5,353.4,
2014-12-11,,,,,3.48,,,2.5,347.68,
2014-12-10,,,,,3.5,,,2.5,347.94,
2014-12-09,,,,,3.53,,,2.5,352.19,
2014-12-08,,,,,3.68,,,2.5,364.95,
2014-12-07,,,,,3.72,,,2.5,376.47,
2014-12-06,,,,,3.62,,,2.5,376.26,
2014-12-05,,,,,3.62,,,2.5,377.63,
2014-12-04,,,,,3.6,,,2.5,369.84,
2014-12-03,,,,,3.62,,,2.5,376.96,
2014-12-02,,,,,3.62,,,2.5,380.64,
2014-12-01,,,,,3.58,,,2.4,378.61,
2014-11-30,,,,,3.57,,,2.0,374.93,
2014-11-29,,,,,3.59,,,2.0,376.28,
2014-11-28,,,,,3.6,,,2.0,377.59,
2014-11-27,,,,,3.56,,,2.5,368.83,
2014-11-26,,,,,3.56,,,2.5,365.35,
2014-11-25,,,,,3.58,,,1.0,376.43,
2014-11-24,,,,,3.63,,,1.0,378.85,
2014-11-23,,,,,3.58,,,1.0,365.85,
2014-11-22,,,,,3.51,,,1.0,352.01,
2014-11-21,,,,,3.5,,,1.0,351.77,
2014-11-20,,,,,3.6,,,1.0,357.3,
2014-11-19,,,,,3.81,,,1.0,381.43,
2014-11-18,,,,,3.79,,,1.0,379.16,
2014-11-17,,,,,3.86,,,1.0,384.69,
2014-11-16,,,,,3.87,,,1.0,385.61,
2014-11-15,,,,,3.86,,,1.0,374.86,
2014-11-14,,,,,3.98,,,1.0,396.53,
2014-11-13,,,,,4.14,,,1.0,428.72,
2014-11-12,,,,,4.11,,,4.0,432.03,
2014-11-11,,,,,3.65,,,4.0,365.42,
2014-11-10,,,,,3.68,,,4.0,367.15,
2014-11-09,,,,,3.62,,,4.0,362.04,
2014-11-08,,,,,3.55,,,4.0,343.54,
2014-11-07,,,,,3.55,,,4.0,341.87,
2014-11-06,,,,,3.64,,,1.0,347.67,
2014-11-05,,,,,3.63,,,3.85,338.01,
2014-11-04,,,,,3.59,,,3.85,327.96,
2014-11-03,,,,,3.57,,,3.85,324.24,
2014-11-02,,,,,3.59,,,3.85,322.55,
2014-11-01,,,,,3.58,,,3.85,325.43,
2014-10-31,,,,,3.76,,,3.85,337.87,
2014-10-30,,,,,3.79,,,3.85,344.86,
2014-10-29,,,,,3.73,,,3.85,335.12,
2014-10-28,,,,,3.83,,,3.85,351.06,
2014-10-27,,,,,3.8,,,3.85,350.09,
2014-10-26,,,,,3.71,,,3.85,348.67,
2014-10-25,,,,,3.67,,,3.85,346.72,
2014-10-24,,,,,3.73,,,3.85,355.1,
2014-10-23,,,,,3.74,,,3.85,355.78,
2014-10-22,,,,,3.84,,,3.85,378.93,
2014-10-21,,,,,3.94,,,3.85,382.35,
2014-10-20,,,,,3.92,,,3.85,380.39,
2014-10-19,,,,,3.99,,,3.85,387.28,
2014-10-18,,,,,4.06,,,3.85,390.88,
2014-10-17,,,,,4.0,,,3.85,380.48,
2014-10-16,,,,,4.0,,,3.85,379.77,
2014-10-15,,,,,4.05,,,3.85,393.17,
2014-10-14,,,,,4.07,,,3.85,397.1,
2014-10-13,,,,,3.86,,,3.85,387.32,
2014-10-12,,,,,3.82,,,3.85,373.17,
2014-10-11,,,,,3.78,,,1.0,361.22,
2014-10-10,,,,,3.81,,,1.0,361.71,
2014-10-09,,,,,3.87,,,1.0,360.91,
2014-10-08,,,,,3.9,,,1.0,350.87,
2014-10-07,,,,,3.84,,,1.0,331.65,
2014-10-06,,,,,3.83,,,1.0,331.55,
2014-10-05,,,,,3.7,,,1.0,322.86,
2014-10-04,,,,,3.98,,,1.0,335.32,
2014-10-03,,,,,4.26,,,1.0,363.45,
2014-10-02,,,,,4.31,,,1.0,375.14,
2014-10-01,,,,,4.45,,,1.0,382.84,
2014-09-30,,,,,4.48,,,4.39,388.17,
2014-09-29,,,,,4.24,,,4.39,376.77,
2014-09-28,,,,,4.23,,,4.39,379.08,
2014-09-27,,,,,4.42,,,4.39,399.02,
2014-09-26,,,,,4.45,,,4.39,404.46,
2014-09-25,,,,,4.54,,,4.39,412.29,
2014-09-24,,,,,4.69,,,2.0,423.77,
2014-09-23,,,,,4.81,,,4.09,436.86,
2014-09-22,,,,,4.29,,,4.4,404.09,
2014-09-21,,,,,4.26,,,4.4,401.62,
2014-09-20,,,,,4.28,,,4.4,411.53,
2014-09-19,,,,,4.37,,,4.4,397.67,
2014-09-18,,,,,4.72,,,4.4,424.26,
2014-09-17,,,,,5.06,,,4.4,461.09,
2014-09-16,,,,,5.07,,,4.4,466.75,
2014-09-15,,,,,5.2,,,4.4,477.71,
2014-09-14,,,,,5.43,,,4.4,477.74,
2014-09-13,,,,,5.44,,,1.01,478.17,
2014-09-12,,,,,5.41,,,4.4,477.73,
2014-09-11,,,,,5.31,,,1.0,478.49,
2014-09-10,,,,,5.32,,,1.0,479.7,
2014-09-09,,,,,5.04,,,1.0,474.9,
2014-09-08,,,,,5.07,,,1.0,475.69,
2014-09-07,,,,,5.17,,,1.0,485.75,
2014-09-06,,,,,5.01,,,1.0,484.47,
2014-09-05,,,,,4.99,,,1.0,483.65,
2014-09-04,,,,,5.21,,,1.0,490.99,
2014-09-03,,,,,4.86,,,1.0,480.04,
2014-09-02,,,,,4.82,,,1.0,478.94,
2014-09-01,,,,,4.72,,,1.0,477.19,
2014-08-31,,,,,4.92,,,1.0,481.78,
2014-08-30,,,,,5.24,,,1.0,505.96,
2014-08-29,,,,,5.38,,,1.0,512.56,
2014-08-28,,,,,5.29,,,1.0,510.75,
2014-08-27,,,,,5.41,,,1.0,515.23,
2014-08-26,,,,,5.52,,,1.0,512.56,
2014-08-25,,,,,5.18,,,1.0,502.93,
2014-08-24,,,,,5.43,,,1.0,509.71,
2014-08-23,,,,,4.79,,,1.0,497.68,
2014-08-22,,,,,5.33,,,1.0,516.1,
2014-08-21,,,,,5.78,,,4.21,517.94,
2014-08-20,,,,,5.5,,,4.21,516.78,
2014-08-19,,,,,4.56,,,4.21,485.12,
2014-08-18,,,,,3.79,,,4.21,462.18,
2014-08-17,,,,,4.34,,,4.21,485.5,
2014-08-16,,,,,5.1,,,4.21,522.01,
2014-08-15,,,,,5.04,,,4.21,496.45,
2014-08-14,,,,,5.03,,,7.0,504.8,
2014-08-13,,,,,5.06,,,7.0,542.1,
2014-08-12,,,,,5.59,,,7.0,567.66,
2014-08-11,,,,,6.01,,,7.0,575.89,
2014-08-10,,,,,6.95,,,4.0,592.06,
2014-08-09,,,,,7.01,,,4.0,589.52,
2014-08-08,,,,,7.11,,,4.0,595.85,
2014-08-07,,,,,7.16,,,4.0,592.8,
2014-08-06,,,,,7.21,,,4.0,589.77,
2014-08-05,,,,,7.23,,,4.0,588.76,
2014-08-04,,,,,7.41,,,4.0,592.77,
2014-08-03,,,,,7.58,,,6.0,588.94,
2014-08-02,,,,,7.65,,,6.0,591.72,
2014-08-01,,,,,7.71,,,6.0,598.78,
2014-07-31,,,,,7.61,,,6.0,589.52,
2014-07-30,,,,,7.29,,,6.0,564.64,
2014-07-29,,,,,7.68,,,6.0,585.77,
2014-07-28,,,,,7.62,,,6.0,587.93,
2014-07-27,,,,,7.81,,,6.0,595.03,
2014-07-26,,,,,7.61,,,6.0,596.0,
2014-07-25,,,,,7.56,,,7.0,600.5,
2014-07-24,,,,,8.25,,,7.0,601.87,
2014-07-23,,,,,8.41,,,7.0,621.69,
2014-07-22,,,,,8.41,,,7.0,622.53,
2014-07-21,,,,,10.75,,,7.0,625.13,
2014-07-20,,,,,10.75,,,7.0,620.98,
2014-07-19,,,,,8.93,,,7.0,627.04,
2014-07-18,,,,,8.6,,,6.1,627.47,
2014-07-17,,,,,8.31,,,6.1,626.58,
2014-07-16,,,,,8.53,,,6.1,614.8,
2014-07-15,,,,,8.84,,,6.1,619.6,
2014-07-14,,,,,8.84,,,6.1,618.32,
2014-07-13,,,,,8.8,,,6.1,628.03,
2014-07-12,,,,,7.85,,,6.1,635.9,
2014-07-11,,,,,7.69,,,6.1,632.9,
2014-07-10,,,,,8.19,,,6.1,618.39,
2014-07-09,,,,,8.19,,,6.1,623.0,
2014-07-08,,,,,7.37,,,6.1,615.32,
2014-07-07,,,,,7.37,,,6.1,613.6,
2014-07-06,,,,,7.02,,,10.0,626.65,
2014-07-05,,,,,8.0,,,8.5,622.96,
2014-07-04,,,,,8.0,,,8.5,623.96,
2014-07-03,,,,,8.8,,,8.5,638.03,
2014-07-02,,,,,8.82,,,8.5,645.72,
2014-07-01,,,,,9.01,,,8.5,643.19,
2014-06-30,,,,,9.12,,,8.5,635.14,
2014-06-29,,,,,9.61,,,8.5,601.06,
2014-06-28,,,,,9.61,,,8.5,597.56,
2014-06-27,,,,,9.62,,,8.5,602.23,
2014-06-26,,,,,9.5,,,14.99,582.7,
2014-06-25,,,,,9.29,,,14.99,568.45,
2014-06-24,,,,,9.5,,,14.99,588.77,
2014-06-23,,,,,9.5,,,14.99,591.17,
2014-06-22,,,,,10.0,,,14.99,603.62,
2014-06-21,,,,,9.54,,,12.0,597.04,
2014-06-20,,,,,10.0,,,15.0,590.75,
2014-06-19,,,,,9.89,,,9.1,600.17,
2014-06-18,,,,,9.76,,,9.1,606.21,
2014-06-17,,,,,9.5,,,9.1,605.09,
2014-06-16,,,,,9.84,,,9.1,599.08,
2014-06-15,,,,,9.51,,,12.0,582.29,
2014-06-14,,,,,9.89,,,15.0,583.42,
2014-06-13,,,,,10.12,,,15.0,610.35,
2014-06-12,,,,,10.03,,,15.0,597.13,
2014-06-11,,,,,11.08,,,5.0,642.95,
2014-06-10,,,,,11.19,,,5.0,655.62,
2014-06-09,,,,,11.08,,,5.0,644.35,
2014-06-08,,,,,11.44,,,5.0,651.05,
2014-06-07,,,,,11.16,,,12.0,651.67,
2014-06-06,,,,,11.46,,,12.0,650.41,
2014-06-05,,,,,11.36,,,12.0,660.18,
2014-06-04,,,,,11.14,,,15.49,638.93,
2014-06-03,,,,,11.17,,,15.49,669.43,
2014-06-02,,,,,11.51,,,15.5,655.49,
2014-06-01,,,,,11.12,,,11.0,649.79,
2014-05-31,,,,,11.08,,,13.0,627.91,
2014-05-30,,,,,11.23,,,13.0,612.35,
2014-05-29,,,,,11.28,,,8.1,564.42,
2014-05-28,,,,,10.92,,,8.1,570.84,
2014-05-27,,,,,12.0,,,15.99,570.1,
2014-05-26,,,,,12.04,,,16.0,582.01,
2014-05-25,,,,,11.8,,,16.0,570.44,
2014-05-24,,,,,10.75,,,18.0,520.46,
2014-05-23,,,,,11.27,,,18.0,518.09,
2014-05-22,,,,,10.88,,,18.0,515.36,
2014-05-21,,,,,10.75,,,7.5,488.84,
2014-05-20,,,,,10.86,,,7.0,484.57,
2014-05-19,,,,,10.31,,,6.0,443.9,
2014-05-18,,,,,10.15,,,6.0,450.14,
2014-05-17,,,,,10.15,,,5.0,452.79,
2014-05-16,,,,,10.65,,,6.0,453.63,
2014-05-15,,,,,10.35,,,6.0,448.1,
2014-05-14,,,,,10.4,,,3.1,442.63,
2014-05-13,,,,,10.36,,,2.35,433.92,
2014-05-12,,,,,10.46,,,2.35,438.21,
2014-05-11,,,,,10.34,,,2.35,433.23,
2014-05-10,,,,,10.8,,,2.25,451.9,
2014-05-09,,,,,9.89,,,2.25,445.45,
2014-05-08,,,,,10.77,,,1.64,441.11,
2014-05-07,,,,,10.7,,,1.64,446.55,
2014-05-06,,,,,10.56,,,1.6,432.19,
2014-05-05,,,,,10.29,,,1.6,430.87,
2014-05-04,,,,,10.5,,,1.52,436.05,
2014-05-03,,,,,10.39,,,1.4,438.65,
2014-05-02,,,,,10.78,,,1.4,453.67,
2014-05-01,,,,,11.3,,,1.5,460.13,
2014-04-30,,,,,11.11,,,1.5,445.63,
2014-04-29,,,,,10.56,,,1.45,446.12,
2014-04-28,,,,,10.4,,,2.0,441.92,
2014-04-27,,,,,10.31,,,2.0,443.18,
2014-04-26,,,,,10.8,,,2.0,457.87,
2014-04-25,,,,,11.14,,,1.2,464.49,
2014-04-24,,,,,12.88,,,0.9,500.29,
2014-04-23,,,,,12.18,,,0.8,487.3,
2014-04-22,,,,,5.0,,,0.7,487.91,
2014-04-21,,,,,12.73,,,0.7,495.16,
2014-04-20,,,,,12.73,,,0.7,498.51,
2014-04-19,,,,,12.77,,,0.7,506.02,
2014-04-18,,,,,12.57,,,0.65,485.52,
2014-04-17,,,,,13.15,,,0.65,502.0,
2014-04-16,,,,,13.38,,,0.011,536.95,
2014-04-15,,,,,12.94,,,0.011,526.43,
2014-04-14,,,,,11.99,,,0.58,478.38,
2014-04-13,,,,,10.35,,,0.56,427.6,
2014-04-12,,,,,11.32,,,0.56,437.65,
2014-04-11,,,,,11.0,,,0.56,435.14,
2014-04-10,,,,,9.13,,,0.7,384.63,
2014-04-09,,,,,11.87,,,0.7,457.34,
2014-04-08,,,,,12.0,,,0.7,466.56,
2014-04-07,,,,,11.95,,,0.7,462.38,
2014-04-06,,,,,11.39,,,0.7,455.69,
2014-04-05,,,,,11.2,,,0.7,456.63,
2014-04-04,,,,,11.66,,,0.7,444.36,
2014-04-03,,,,,11.5,,,0.7,436.31,
2014-04-02,,,,,11.94,,,0.7,424.37,
2014-04-01,,,,,13.41,,,0.7,463.45,
2014-03-31,,,,,12.74,,,0.7,444.66,
2014-03-30,,,,,12.75,,,0.7,446.92,
2014-03-29,,,,,14.3,,,0.7,477.11,
2014-03-28,,,,,14.0,,,0.78,482.61,
2014-03-27,,,,,13.94,,,0.78,460.45,
2014-03-26,,,,,16.96,,,0.78,562.45,
2014-03-25,,,,,16.72,,,0.78,562.89,
2014-03-24,,,,,16.12,,,0.78,567.56,
2014-03-23,,,,,15.49,,,0.7,551.16,
2014-03-22,,,,,15.49,,,0.79,564.34,
2014-03-21,,,,,16.21,,,0.79,549.6,
2014-03-20,,,,,16.89,,,0.79,565.99,
2014-03-19,,,,,18.1,,,0.79,594.96,
2014-03-18,,,,,20.0,,,0.79,598.93,
2014-03-17,,,,,17.89,,,0.79,606.38,
2014-03-16,,,,,17.18,,,0.79,619.14,
2014-03-15,,,,,17.16,,,0.79,624.03,
2014-03-14,,,,,17.0,,,0.79,614.03,
2014-03-13,,,,,17.78,,,0.79,625.04,
2014-03-12,,,,,17.75,,,0.8,619.43,
2014-03-11,,,,,16.22,,,0.8,608.69,
2014-03-10,,,,,16.21,,,0.8,612.97,
2014-03-09,,,,,16.16,,,0.8,627.05,
2014-03-08,,,,,15.56,,,0.8,609.21,
2014-03-07,,,,,16.89,,,0.8,616.73,
2014-03-06,,,,,16.82,,,0.8,648.26,
2014-03-05,,,,,17.34,,,0.8,658.3,
2014-03-04,,,,,17.11,,,0.8,661.85,
2014-03-03,,,,,14.24,,,0.9,662.18,
2014-03-02,,,,,12.86,,,0.9,544.56,
2014-03-01,,,,,13.54,,,1.5,557.39,
2014-02-28,,,,,15.05,,,1.5,573.94,
2014-02-27,,,,,14.84,,,1.5,596.49,
2014-02-26,,,,,15.85,,,1.5,593.14,
2014-02-25,,,,,14.42,,,0.8,135.78,
2014-02-24,,,,,15.22,,,1.3,174.0,
2014-02-23,,,,,15.0,,,1.0,310.17,
2014-02-22,,,,,13.32,,,0.103,255.59,
2014-02-21,,,,,14.89,,,1.25,111.56,
2014-02-20,,,,,15.95,,,1.2,111.92,
2014-02-19,,,,,15.83,,,0.9,261.53,
2014-02-18,,,,,17.28,,,100.0,293.95,
2014-02-17,,,,,15.76,,,100.0,272.28,
2014-02-16,,,,,15.23,,,0.32,299.8,
2014-02-15,,,,,16.28,,,0.25,371.07,
